Index,Phylotype,Sub-Phylotype,Sequevar,Sub-sequevar designation,Strainname,Alt Names,"Environmental Source (Soil, Water, unknown plants)",Host Species (Common name),Host Species ,Host Genus,Host Family,Host Order,Year isolated,Latitude,Longitude,Location Isolated,Location (Country or Territory),Location (subcontinent),Location (continent),Imported Location,Genome Accession,Genome Level,Sequencing Tech,egl accession,mutS accession,other accession,Citation,Year published,Data entered by,Comments
4731,II,IIB,4,,RUN1966,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2011,5.16047,-52.636363,"Wayabo, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154615,KF154477,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4732,II,IIB,4,,RUN1967,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2011,5.16047,-52.636363,"Wayabo, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154616,KF154478,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4733,II,IIB,4,,RUN1968,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2011,5.16047,-52.636363,"Wayabo, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154617,KF154479,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4734,II,IIB,4,,RUN0432,,Water (Irrigation),,,,,,2006,5.013751,-52.47339,"Macouria, French Guiana, France",French Guiana,Southern America,South America,,,,,GU294926,KF154440,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4735,II,IIB,4,,RUN0433,,Water (Irrigation),,,,,,2006,5.013751,-52.47339,"Macouria, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154584,KF154441,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4736,II,IIA,,,AMC22,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,,2.047157,-50.792313,"Amapa, Brazil",Brazil,Southern America,South America,,,,,KF357869,,,"Fonseca 2014, https://doi.org/10.1111/efp.12073",2014,Jason Avalos,
4737,II,IIA,,,AMC76,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,,2.047157,-50.792313,"Amapa, Brazil",Brazil,Southern America,South America,,,,,KF357870,,,"Fonseca 2014, https://doi.org/10.1111/efp.12073",2014,Jason Avalos,
4738,II,IIA,,,IBSBF625,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,,-11.74618938,-42.08938213,"Bahia, Brazil",Brazil,Southern America,South America,,,,,KF357872,,,"Fonseca 2014, https://doi.org/10.1111/efp.12073",2014,Jason Avalos,
4739,II,IIA,,,UFV32,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2006,-11.74618938,-42.08938213,"Bahia, Brazil",Brazil,Southern America,South America,,,,,KF357864,,,"Fonseca 2014, https://doi.org/10.1111/efp.12073",2014,Jason Avalos,
4740,II,IIA,,,UFV48,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2006,-11.74618938,-42.08938213,"Bahia, Brazil",Brazil,Southern America,South America,,,,,KF357866,,,"Fonseca 2014, https://doi.org/10.1111/efp.12073",2014,Jason Avalos,
4741,II,IIA,,,UFV55,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2006,-11.74618938,-42.08938213,"Bahia, Brazil",Brazil,Southern America,South America,,,,,KF357867,,,"Fonseca 2014, https://doi.org/10.1111/efp.12073",2014,Jason Avalos,
4742,II,IIA,,,UFV60,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2006,-11.74618938,-42.08938213,"Bahia, Brazil",Brazil,Southern America,South America,,,,,KF357868,,,"Fonseca 2014, https://doi.org/10.1111/efp.12073",2014,Jason Avalos,
4743,II,IIA,,,UFV7,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2006,-11.74618938,-42.08938213,"Bahia, Brazil",Brazil,Southern America,South America,,,,,KF357858,,,"Fonseca 2014, https://doi.org/10.1111/efp.12073",2014,Jason Avalos,
4744,II,IIA,,,UFV18,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2006,-19.20242928,-40.32682395,"Espirito Santo, Brazil",Brazil,Southern America,South America,,,,,KF357861,,,"Fonseca 2014, https://doi.org/10.1111/efp.12073",2014,Jason Avalos,
4745,II,IIA,,,UFV20,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2006,-19.20242928,-40.32682395,"Espirito Santo, Brazil",Brazil,Southern America,South America,,,,,KF357862,,,"Fonseca 2014, https://doi.org/10.1111/efp.12073",2014,Jason Avalos,
4746,II,IIA,,,UFV12,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2006,-5.095949347,-45.29145848,"Maranhao, Brazil",Brazil,Southern America,South America,,,,,KF357859,,,"Fonseca 2014, https://doi.org/10.1111/efp.12073",2014,Jason Avalos,
4747,II,IIA,,,IBSBF2131,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,,-18.26705043,-44.28767081,"Minas Gerais, Brazil",Brazil,Southern America,South America,,,,,KF357874,,,"Fonseca 2014, https://doi.org/10.1111/efp.12073",2014,Jason Avalos,
4748,II,IIA,,,UFV13,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2006,-18.26705043,-44.28767081,"Minas Gerais, Brazil",Brazil,Southern America,South America,,,,,KF357860,,,"Fonseca 2014, https://doi.org/10.1111/efp.12073",2014,Jason Avalos,
4749,II,IIA,,,UFV31,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2006,-18.26705043,-44.28767081,"Minas Gerais, Brazil",Brazil,Southern America,South America,,,,,KF357863,,,"Fonseca 2014, https://doi.org/10.1111/efp.12073",2014,Jason Avalos,
4750,II,IIB,26,,IBSBF624,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,,-4.046127836,-53.1382861,"Para, Brazil",Brazil,Southern America,South America,,,,,KF357871,,,"Fonseca 2014, https://doi.org/10.1111/efp.12073",2014,Jason Avalos,
4751,II,IIA,,,IBSBF638,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,,-4.046127836,-53.1382861,"Para, Brazil",Brazil,Southern America,South America,,,,,KF357873,,,"Fonseca 2014, https://doi.org/10.1111/efp.12073",2014,Jason Avalos,
4752,II,IIA,,,UFV34,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2006,-4.046127836,-53.1382861,"Para, Brazil",Brazil,Southern America,South America,,,,,KF357865,,,"Fonseca 2014, https://doi.org/10.1111/efp.12073",2014,Jason Avalos,
4753,II,IIA,,,IBSBF2568,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,,-27.551667,-48.478889,"Santa Catarina, Brazil",Brazil,Southern America,South America,,,,,KF357875,,,"Fonseca 2014, https://doi.org/10.1111/efp.12073",2014,Jason Avalos,
4754,II,IIA,,,IBSBF2576,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,,-27.551667,-48.478889,"Santa Catarina, Brazil",Brazil,Southern America,South America,,,,,KF357876,,,"Fonseca 2014, https://doi.org/10.1111/efp.12073",2014,Jason Avalos,
4755,I,,14,,,,,Angelica keiskei (Tomorrow's Leaf),Angelica keiskei,Angelica,Apiaceae,Apiales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4756,I,,15,,,,,Arachis hypogaea (Peanut),Arachis hypogaea,Arachis,Fabaceae,Fabales,,43.27063986,142.5497295,"Hokkaido, Honshu, Shikoku, Kyushu, Okinawa, Ryukyu Islands, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4757,I,,15,,,,,Aralia cordata (Udo),Aralia cordata,Aralia,Araliaceae,Apiales,,43.27063986,142.5497295,"Hokkaido, Honshu, Shikoku, Kyushu, Okinawa, Ryukyu Islands, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4758,I,,14,,,,,Aralia cordata (Udo),Aralia cordata,Aralia,Araliaceae,Apiales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4759,I,,14,,,,,Campanulaceae sp. (Bellflower),,Campanulaceae,Campanulaceae,Asterales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4760,I,,15,,,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,,43.27063986,142.5497295,"Hokkaido, Honshu, Shikoku, Kyushu, Okinawa, Ryukyu Islands, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4761,I,,15,,,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,,43.27063986,142.5497295,"Hokkaido, Honshu, Shikoku, Kyushu, Okinawa, Ryukyu Islands, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4762,I,,14,,,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4763,I,,14,,,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4764,I,,34,,,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4765,I,,15,,,,,Cucumis sativus (Cucumber),Cucumis sativus,Cucumis,Cucurbitaceae,Cucurbitales,,43.27063986,142.5497295,"Hokkaido, Honshu, Shikoku, Kyushu, Okinawa, Ryukyu Islands, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4766,I,,15,,,,,Cucurbita pepo (Field Pumpkin),Cucurbita pepo,Cucurbita,Cucurbitaceae,Cucurbitales,,43.27063986,142.5497295,"Hokkaido, Honshu, Shikoku, Kyushu, Okinawa, Ryukyu Islands, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4767,I,,,,,,,Curcuma longa (Turmeric),Curcuma longa,Curcuma,Zingiberaceae,Zingiberales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4768,I,,,,,,,Delphinium sp. (Larkspur),,Delphinium,Ranunculaceae,Ranunculales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4769,I,,17,,,,,Delphinium sp. (Larkspur),,Delphinium,Ranunculaceae,Ranunculales,,-7.504163,112.421663,"Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4770,I,,14,,,,,Eustoma russellianum (Russel Prairie Gentian),Eustoma russellianum,Eustoma,Gentianaceae,Gentianales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4771,I,,44,,,,,Eustoma russellianum (Russel Prairie Gentian),Eustoma russellianum,Eustoma,Gentianaceae,Gentianales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4772,I,,44,,,,,Fragaria x ananassa (Strawberry),Fragaria x ananassa,Fragaria,Rosaceae,Rosales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4773,I,,14,,,,,Impatiens walleriana (Impatiens),Impatiens walleriana,Impatiens,Balsaminaceae,Ericales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4774,I,,44,,,,,Kalanchoe sp. (Florist Kalanchoe),,Kalanchoe,Crassulaceae,Saxifragales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4775,I,,14,,,,,Limonium sp. (Sea-lavender),,Limonium,Plumbaginaceae,Caryophyllales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4776,I,,15,,,,,Momordica charantia (Bitter Melon),Momordica charantia,Momordica,Cucurbitaceae,Cucurbitales,,43.27063986,142.5497295,"Hokkaido, Honshu, Shikoku, Kyushu, Okinawa, Ryukyu Islands, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4777,I,,13,,,,,Momordica charantia (Bitter Melon),Momordica charantia,Momordica,Cucurbitaceae,Cucurbitales,,26.333997,127.804802,"Okinawa, Ryukyu Islands, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4778,I,,15,,,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,,43.27063986,142.5497295,"Hokkaido, Honshu, Shikoku, Kyushu, Okinawa, Ryukyu Islands, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4779,I,,34,,,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4780,I,,44,,,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4781,I,,15,,,,,Pelargonium sp. (Geranium),,Pelargonium,Geraniaceae,Geraniales,,43.27063986,142.5497295,"Hokkaido, Honshu, Shikoku, Kyushu, Okinawa, Ryukyu Islands, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4782,I,,15,,,,,Phaseolus vulgaris (Common Bean),Phaseolus vulgaris,Phaseolus,Fabaceae,Fabales,,43.27063986,142.5497295,"Hokkaido, Honshu, Shikoku, Kyushu, Okinawa, Ryukyu Islands, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4783,I,,15,,,,,Portulaca sp. (Purslane),,Portulaca,Portulacaceae,Caryophyllales,,43.27063986,142.5497295,"Hokkaido, Honshu, Shikoku, Kyushu, Okinawa, Ryukyu Islands, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4784,I,,14,,,,,Portulaca sp. (Purslane),,Portulaca,Portulacaceae,Caryophyllales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4785,I,,15,,,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,43.27063986,142.5497295,"Hokkaido, Honshu, Shikoku, Kyushu, Okinawa, Ryukyu Islands, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4786,I,,14,,,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4787,I,,34,,,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4788,I,,15,,,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,,43.27063986,142.5497295,"Hokkaido, Honshu, Shikoku, Kyushu, Okinawa, Ryukyu Islands, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4789,I,,14,,,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4790,I,,34,,,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4791,IV,,8,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,43.27063986,142.5497295,"Hokkaido, Honshu, Shikoku, Kyushu, Okinawa, Ryukyu Islands, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4792,I,,15,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,43.27063986,142.5497295,"Hokkaido, Honshu, Shikoku, Kyushu, Okinawa, Ryukyu Islands, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4793,I,,14,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4794,I,,44,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4795,I,,,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4796,I,,17,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,-7.504163,112.421663,"Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4797,IV,,,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,-7.504163,112.421663,"Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4798,I,,13,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,26.333997,127.804802,"Okinawa, Ryukyu Islands, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4799,I,,14,,,,,Strelitzia reginae (Bird of Paradise),Strelitzia reginae,Strelitzia,Strelitziaceae,Zingiberales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4800,I,,,,,,,Zingiber mioga (Myoga Ginger),Zingiber mioga,Zingiber,Zingiberaceae,Zingiberales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4801,I,,15,,,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,43.27063986,142.5497295,"Hokkaido, Honshu, Shikoku, Kyushu, Okinawa, Ryukyu Islands, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4802,I,,14,,,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4803,I,,,,,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,-7.504163,112.421663,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
4804,I,,16,,,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,35.726738,138.791992,"Shikoku, Kyoshu, Japan",Japan,Eastern Asia,Asia,,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
